STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,ACMH,ACMH_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,AWND,AWND_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,FRGT,FRGT_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WT22,WT22_ATTRIBUTES,WV01,WV01_ATTRIBUTES,WV03,WV03_ATTRIBUTES,WV20,WV20_ATTRIBUTES
USW00014765,10/25/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",18,",,0,2400",0,",,0,",0,",,0,",139,",,0",56,",,0",,,,,41,",,W",1516,",,X",,,1457,",,W",,,,,,,,,40,",,X",60,",,X",,,0,",,0",,,72,",,X",94,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",1,",,X",,,1,",,0",,,,,,,,,,,,,,,,
USW00014765,10/26/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",8,",,0,2400",0,",,0,",0,",,0,",167,",,0",50,",,0",,,,,34,",,W",1006,",,X",,,1004,",,W",,,,,,,,,100,",,X",110,",,X",,,0,",,0",,,63,",,X",76,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,,,,,
USW00014765,10/27/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",74,",,0,2400",0,",,0,",0,",,0,",217,",,0",122,",,0",,,,,42,",,W",1629,",,X",,,1546,",,W",,,,,,,,,210,",,X",210,",,X",,,0,",,0",,,107,",,X",139,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,,,,,
USW00014765,10/28/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",150,",,0",50,",,0",,,,,47,",,W",1422,",,X",,,1422,",,W",,,,,,,,,320,",,X",320,",,X",,,0,",,0",,,103,",,X",125,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,10/29/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",111,",,0",11,",,0",,,,,24,",,W",1213,",,X",,,1005,",,W",,,,,,,,,310,",,X",330,",,X",,,0,",,0",,,58,",,X",72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,10/30/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",172,",,0",22,",,0",,,,,26,",,W",1258,",,X",,,1258,",,W",,,,,,,,,280,",,X",280,",,X",,,0,",,0",,,63,",,X",72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,10/31/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",189,",,0",39,",,0",,,,,35,",,W",1341,",,X",,,1449,",,W",,,,,,,,,210,",,X",200,",,X",,,0,",,0",,,89,",,X",107,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,,,
USW00014765,11/1/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",206,",,0",83,",,0",,,,,52,",,W",1147,",,X",,,1029,",,W",,,,,,,,,230,",,X",230,",,X",,,0,",,0",,,103,",,X",130,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,11/2/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",122,",,0",50,",,0",,,,,46,",,W",727,",,X",,,726,",,W",,,,,,,,,10,",,X",10,",,X",,,0,",,0",,,94,",,X",107,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,11/3/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",188,",,0,2400",0,",,0,",0,",,0,",94,",,0",67,",,0",,,,,91,",,W",1437,",,X",,,1436,",,W",,,,,,,,,360,",,X",10,",,X",,,0,",,0",,,165,",,X",201,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,,,,,
USW00014765,11/4/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",144,",,0",44,",,0",,,,,30,",,W",1247,",,X",,,4,",,W",,,,,,,,,320,",,X",290,",,X",,,0,",,0",,,76,",,X",103,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,11/5/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",133,",,0",22,",,0",,,,,23,",,W",1402,",,X",,,1429,",,W",,,,,,,,,170,",,X",160,",,X",,,0,",,0",,,72,",,X",76,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,11/6/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",165,",,0,2400",0,",,0,",0,",,0,",139,",,0",28,",,0",,,,,43,",,W",627,",,X",,,551,",,W",,,,,,,,,180,",,X",170,",,X",,,0,",,0",,,94,",,X",116,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",1,",,X",,,1,",,0",,,,,,,,,,,,,,,,
USW00014765,11/7/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",106,",,0",17,",,0",,,,,46,",,W",938,",,X",,,932,",,W",,,,,,,,,280,",,X",290,",,X",,,0,",,0",,,94,",,X",116,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,11/8/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",78,",,0",-28,",,0",,,,,20,",,W",1302,",,X",,,1300,",,W",,,,,,,,,340,",,X",10,",,X",,,0,",,0",,,54,",,X",67,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,11/9/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",89,",,0",6,",,0",,,,,33,",,W",1904,",,X",,,1944,",,W",,,,,,,,,50,",,X",30,",,X",,,0,",,0",,,63,",,X",72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,11/10/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,0,2400",0,",,0,",0,",,0,",61,",,0",0,",,0",,,,,58,",,W",1202,",,X",,,1028,",,W",,,,,,,,,20,",,X",10,",,X",,,0,",,0",,,103,",,X",139,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,,,
USW00014765,11/11/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",78,",,0",-28,",,0",,,,,29,",,W",939,",,X",,,938,",,W",,,,,,,,,360,",,X",10,",,X",,,0,",,0",,,72,",,X",89,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,11/12/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",8,",,0,2400",0,",,0,",0,",,0,",89,",,0",-33,",,0",,,,,17,",,W",2235,",,X",,,2112,",,W",,,,,,,,,180,",,X",200,",,X",,,0,",,0",,,45,",,X",67,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,,,,,
USW00014765,11/13/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",56,",,0,2400",0,",,0,",0,",,0,",156,",,0",22,",,0",,,,,34,",,W",1330,",,X",,,1330,",,W",,,,,,,,,330,",,X",330,",,X",,,0,",,0",,,76,",,X",89,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",1,",,X",,,1,",,0",,,,,,,,,,,,,,,,
USW00014765,11/14/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,0,2400",0,",,0,",0,",,0,",150,",,0",0,",,0",,,,,35,",,W",1247,",,X",,,1242,",,W",,,,,,,,,210,",,X",200,",,X",,,0,",,0",,,98,",,X",116,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,,,,,
USW00014765,11/15/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",99,",,0,2400",0,",,0,",0,",,0,",183,",,0",61,",,0",,,,,53,",,W",1057,",,X",,,1057,",,W",,,,,,,,,210,",,X",200,",,X",,,0,",,0",,,125,",,X",148,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",1,",,X",,,1,",,0",,,,,,,,,,,,,,,,
USW00014765,11/16/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",20,",,0,2400",0,",,0,",0,",,0,",94,",,0",6,",,0",,,,,66,",,W",1708,",,X",,,1707,",,W",,,,,,,,,300,",,X",320,",,X",,,0,",,0",,,112,",,X",148,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",1,",,X",,,1,",,0",,,,,,,,,,,,,,,,
USW00014765,11/17/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",67,",,0",-6,",,0",,,,,37,",,W",1205,",,X",,,1205,",,W",,,,,,,,,310,",,X",310,",,X",,,0,",,0",,,89,",,X",107,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,11/18/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",78,",,0",0,",,0",,,,,31,",,W",2022,",,X",,,2046,",,W",,,,,,,,,60,",,X",50,",,X",,,0,",,0",,,58,",,X",67,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,11/19/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",67,",,0",0,",,0",,,,,49,",,W",1349,",,X",,,1345,",,W",,,,,,,,,20,",,X",360,",,X",,,0,",,0",,,80,",,X",98,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,11/20/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",23,",,0,2400",0,"T,,0,",0,",,0,",67,",,0",-33,",,0",,,,,11,",,W",2216,",,X",,,2215,",,W",,,,,,,,,360,",,X",360,",,X",,,0,",,0",,,40,",,X",45,",,X",,,1,",,0",,,,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,
USW00014765,11/21/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",111,",,0",17,",,0",,,,,13,",,W",359,",,X",,,358,",,W",,,,,,,,,20,",,X",20,",,X",,,0,",,0",,,40,",,X",45,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,,,
USW00014765,11/22/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",5,",,0,2400",0,",,0,",0,",,0,",194,",,0",50,",,0",,,,,44,",,W",2231,",,X",,,2231,",,W",,,,,,,,,310,",,X",310,",,X",,,0,",,0",,,103,",,X",139,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,,,,,
USW00014765,11/23/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",50,",,0",-22,",,0",,,,,54,",,W",125,",,X",,,135,",,W",,,,,,,,,310,",,X",330,",,X",,,0,",,0",,,94,",,X",125,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,11/24/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",22,",,0",-61,",,0",,,,,26,",,W",6,",,X",,,1109,",,W",,,,,,,,,310,",,X",310,",,X",,,0,",,0",,,58,",,X",67,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,11/25/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",106,",,0",-33,",,0",,,,,32,",,W",1411,",,X",,,1411,",,W",,,,,,,,,240,",,X",230,",,X",,,0,",,0",,,72,",,X",94,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,11/26/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",102,",,0,2400",0,",,0,",0,",,0,",161,",,0",33,",,0",,,,,34,",,W",2346,",,X",,,2344,",,W",,,,,,,,,210,",,X",210,",,X",,,0,",,0",,,103,",,X",130,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,,,,,
USW00014765,11/27/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",69,",,0,2400",0,",,0,",0,",,0,",172,",,0",17,",,0",,,,,56,",,W",238,",,X",,,237,",,W",,,,,,,,,230,",,X",240,",,X",,,0,",,0",,,143,",,X",183,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,,,,,
USW00014765,11/28/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",78,",,0",11,",,0",,,,,35,",,W",335,",,X",,,336,",,W",,,,,,,,,310,",,X",320,",,X",,,0,",,0",,,107,",,X",134,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,11/29/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,0,2400",0,",,0,",0,",,0,",111,",,0",22,",,0",,,,,43,",,W",1245,",,X",,,1245,",,W",,,,,,,,,230,",,X",230,",,X",,,0,",,0",,,107,",,X",130,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,,,
USW00014765,11/30/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",56,",,0",0,",,0",,,,,44,",,W",2255,",,X",,,2254,",,W",,,,,,,,,250,",,X",270,",,X",,,0,",,0",,,89,",,X",112,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,12/1/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",44,",,0",-67,",,0",,,,,68,",,W",1024,",,X",,,1050,",,W",,,,,,,,,300,",,X",320,",,X",,,0,",,0",,,139,",,X",183,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,12/2/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",5,",,0,2400",0,"T,,0,",0,",,0,",-22,",,0",-67,",,0",,,,,23,",,W",1,",,X",,,0,",,W",,,,,,,,,320,",,X",320,",,X",,,0,",,0",,,63,",,X",76,",,X",,,1,",,0",,,,,,,,,,,,,1,",,W",,,,,,,1,",,X",,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014765,12/3/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",160,",,0,2400",0,"T,,0,",0,",,0,",39,",,0",-28,",,0",,,,,48,",,W",2217,",,X",,,2216,",,W",,,,,,,,,300,",,X",300,",,X",,,0,",,0",,,107,",,X",148,",,X",,,1,",,0",,,,,1,",,0",,,1,",,0",,,,,,,,,,,,,1,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,
USW00014765,12/4/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,0,2400",0,"T,,0,",0,",,0,",0,",,0",-50,",,0",,,,,70,",,W",400,",,X",,,814,",,W",,,,,,,,,280,",,X",290,",,X",,,0,",,0",,,139,",,X",179,",,X",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014765,12/5/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",6,",,0",-56,",,0",,,,,36,",,W",1039,",,X",,,1132,",,W",,,,,,,,,270,",,X",270,",,X",,,0,",,0",,,63,",,X",76,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,12/6/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",6,",,0",-67,",,0",,,,,36,",,W",1210,",,X",,,1122,",,W",,,,,,,,,320,",,X",320,",,X",,,0,",,0",,,72,",,X",94,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,12/7/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",18,",,0,2400",5,",,0,",0,",,0,",33,",,0",-72,",,0",,,,,13,",,W",2216,",,X",,,1636,",,W",,,,,,,,,270,",,X",260,",,X",,,0,",,0",,,54,",,X",67,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,1,",,0",,,,,,,,,,,,
USW00014765,12/8/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,"T,,0,",67,",,0",-17,",,0",,,,,35,",,W",1416,",,X",,,1415,",,W",,,,,,,,,290,",,X",280,",,X",,,0,",,0",,,72,",,X",89,",,X",,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,12/9/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",64,",,0,2400",0,",,0,",0,",,0,",22,",,0",-22,",,0",,,,,16,",,W",211,",,X",,,211,",,W",,,,,,,,,300,",,X",290,",,X",,,0,",,0",,,36,",,X",45,",,X",,,1,",,0",,,,,,,,,1,",,0",,,,,,,,,,,1,",,X",,,,,1,",,0",1,",,X",,,,,,,,,,,,,,
USW00014765,12/10/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",28,",,0,2400",0,",,0,",0,"T,,0,",11,",,0",-28,",,0",,,,,29,",,W",1224,",,X",,,1223,",,W",,,,,,,,,10,",,X",20,",,X",,,0,",,0",,,54,",,X",63,",,X",,,1,",,0",,,,,,,,,1,",,0",,,,,,,,,,,1,",,X",1,",,X",,,1,",,0",1,",,X",,,,,,,,,,,,,,
USW00014765,12/11/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",25,",,0,2400",0,",,0,",0,",,0,",72,",,0",-56,",,0",,,,,19,",,W",2353,",,X",,,2348,",,W",,,,,,,,,220,",,X",220,",,X",,,0,",,0",,,63,",,X",76,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,,,,,
USW00014765,12/12/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,0,2400",0,",,0,",0,",,0,",111,",,0",-6,",,0",,,,,52,",,W",1354,",,X",,,1353,",,W",,,,,,,,,300,",,X",300,",,X",,,0,",,0",,,112,",,X",143,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,,,,,
USW00014765,12/13/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",203,",,0,2400",208,",,0,",0,",,0,",0,",,0",-50,",,0",,,,,36,",,W",1937,",,X",,,1937,",,W",,,,,,,,,360,",,X",360,",,X",,,0,",,0",,,76,",,X",103,",,X",,,1,",,0",1,",,X",,,,,,,,,,,1,",,0",,,,,,,,,,,,,,,,,1,",,0",,,,,1,",,X",,,,,,
USW00014765,12/14/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",3,",,0,2400",0,"T,,0,",178,",,0,",56,",,0",-33,",,0",,,,,28,",,W",1022,",,X",,,2231,",,W",,,,,,,,,280,",,X",300,",,X",,,0,",,0",,,63,",,X",76,",,X",,,1,",,0",,,,,1,",,0",,,1,",,0",,,,,,,,,,,,,1,",,X",1,",,X",1,",,0",,,1,",,0",,,,,,,,,,,,
USW00014765,12/15/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",102,",,0,",6,",,0",-56,",,0",,,,,44,",,W",1020,",,X",,,1012,",,W",,,,,,,,,10,",,X",10,",,X",,,0,",I,0",,,76,",,X",94,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,12/16/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",246,",,0,2400",142,",,0,",178,",,0,",39,",,0",-56,",,0",,,,,67,",,W",1906,",,X",,,2352,",,W",,,,,,,,,270,",,X",250,",,X",,,0,",I,0",,,130,",,X",156,",,X",,,1,",,0",1,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,1,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,
USW00014765,12/17/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,0,2400",0,"T,,0,",152,",,0,",22,",,0",-67,",,0",,,,,72,",,W",522,",,X",,,518,",,W",,,,,,,,,300,",,X",310,",,X",,,0,",I,0",,,130,",,X",183,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014765,12/18/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",152,",,0,",17,",,0",-117,",,0",,,,,18,",,W",1050,",,X",,,1049,",,W",,,,,,,,,290,",,X",300,",,X",,,0,",I,0",,,63,",,X",76,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,12/19/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",38,",,0,2400",0,",,0,",152,",,0,",33,",,0",-72,",,0",,,,,16,",,W",2136,",,X",,,2136,",,W",,,,,,,,,310,",,X",310,",,X",,,0,",I,0",,,54,",,X",58,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,,,,,
USW00014765,12/20/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",8,",,0,2400",8,",,0,",152,",,0,",22,",,0",-6,",,0",,,,,45,",,W",1418,",,X",,,1418,",,W",,,,,,,,,360,",,X",360,",,X",,,0,",I,0",,,80,",,X",94,",,X",,,1,",,0",,,,,,,,,1,",,0",,,1,",,0",,,,,,,,,1,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,
USW00014765,12/21/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,0,2400",3,",,0,",127,",,0,",-6,",,0",-28,",,0",,,,,54,",,W",926,",,X",,,926,",,W",,,,,,,,,10,",,X",10,",,X",,,0,",I,0",,,80,",,X",98,",,X",,,1,",,0",,,,,,,,,1,",,0",,,,,,,,,,,1,",,X",1,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,
USW00014765,12/22/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,"T,,0,2400",0,"T,,0,",127,",,0,",33,",,0",-22,",,0",,,,,30,",,W",1243,",,X",,,1029,",,W",,,,,,,,,30,",,X",20,",,X",,,0,",I,0",,,54,",,X",63,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014765,12/23/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",168,",,0,2400",0,",,0,",102,",,0,",139,",,0",6,",,0",,,,,46,",,W",2326,",,X",,,2325,",,W",,,,,,,,,210,",,X",200,",,X",,,0,",,0",,,183,",,X",246,",,X",,,1,",,0",,,,,,,,,,,,,1,",,0",,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,,,,,
USW00014765,12/24/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",3,",,0,2400",0,",,0,",0,",,0,",139,",,0",17,",,0",,,,,55,",,W",1254,",,X",,,1254,",,W",,,,,,,,,260,",,X",250,",,X",,,0,",,0",,,130,",,X",170,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,,,
USW00014765,12/25/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",0,",,0,2400",0,",,0,",0,",,0,",61,",,0",-28,",,0",,,,,34,",,W",1154,",,X",,,1208,",,W",,,,,,,,,290,",,X",300,",,X",,,0,",,0",,,80,",,X",107,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,12/26/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",3,",,0,2400",0,"T,,0,",0,",,0,",44,",,0",-50,",,0",,,,,26,",,W",2232,",,X",,,2337,",,W",,,,,,,,,20,",,X",20,",,X",,,0,",,0",,,76,",,X",94,",,X",,,,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,,,
USW00014765,12/27/2007,41.72252,-71.43248,15.4,"PROVIDENCE, RI US",15,",,0,2400",0,"T,,0,",0,",,0,",50,",,0",17,",,0",,,,,46,",,W",713,",,X",,,1101,",,W",,,,,,,,,20,",,X",30,",,X",,,0,",,0",,,89,",,X",107,",,X",,,1,",,0",,,,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,
