STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,ACMH,ACMH_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,AWND,AWND_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,FRGT,FRGT_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,THIC,THIC_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WT22,WT22_ATTRIBUTES,WV01,WV01_ATTRIBUTES,WV03,WV03_ATTRIBUTES,WV20,WV20_ATTRIBUTES
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/30/2013,,,,,9.84,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",38,"H,,S",,,41,",,W",20,",,W",,,,,300,",,W",300,",,W",,,,,,,21.9,",,W",31.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/29/2013,,,,,6.04,",,W",,,,,,,1.23,",,W,2400",,,0,",,W,",0,",,W,",36,"H,,S",,,48,",,W",28,",,W",,,,,330,",,W",330,",,W",,,,,,,21.9,",,W",33.1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/28/2013,,,,,7.61,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",35,"H,,S",,,50,",,W",23,",,W",,,,,240,",,W",240,",,W",,,,,,,23,",,W",31.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/27/2013,,,,,6.71,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",30,"H,,S",,,37,",,W",25,",,W",,,,,270,",,W",260,",,W",,,,,,,16.1,",,W",21,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/26/2013,,,,,5.37,",,W",,,,,,,0.04,",,W,2400",,,0,"T,,W,",0,",,W,",27,"H,,S",,,36,",,W",21,",,W",,,,,280,",,W",260,",,W",,,,,,,15,",,W",19.9,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/25/2013,,,,,8.5,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",24,"H,,S",,,28,",,W",18,",,W",,,,,280,",,W",280,",,W",,,,,,,21,",,W",29.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/24/2013,,,,,9.84,",,W",,,,,,,0,"T,,W,2400",,,0,"T,,W,",0,",,W,",37,"H,,S",,,42,",,W",28,",,W",,,,,350,",,W",320,",,W",,,,,,,17,",,W",19,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/23/2013,,,,,5.82,",,W",,,,,,,0.66,",,W,2400",,,0,",,W,",0,",,W,",42,"H,,S",,,44,",,W",36,",,W",,,,,340,",,W",360,",,W",,,,,,,16.1,",,W",21,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/22/2013,,,,,12.08,",,W",,,,,,,0,"T,,W,2400",,,0,",,W,",0,",,W,",59,"H,,S",,,64,",,W",44,",,W",,,,,220,",,W",220,",,W",,,,,,,25.1,",,W",36,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/21/2013,,,,,7.61,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",47,"H,,S",,,59,",,W",39,",,W",,,,,220,",,W",220,",,W",,,,,,,17,",,W",23,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/20/2013,,,,,2.91,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",40,"H,,S",,,53,",,W",28,",,W",,,,,230,",,W",200,",,W",,,,,,,16.1,",,W",19.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/19/2013,,,,,8.72,",,W",,,,,,,0,",,W,2400",,,0,",,W,",1.2,",,W,",32,"H,,S",,,45,",,W",25,",,W",,,,,240,",,W",220,",,W",,,,,,,23,",,W",29.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/18/2013,,,,,10.29,",,W",,,,,,,0,"T,,W,2400",,,0,"T,,W,",1.2,",,W,",26,"H,,S",,,34,",,W",20,",,W",,,,,290,",,W",290,",,W",,,,,,,18.1,",,W",25.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/17/2013,,,,,6.93,",,W",,,,,,,0.09,",,W,2400",,,1.7,",,W,",0,",,W,",17,"H,,S",,,24,",,W",9,",,W",,,,,360,",,W",360,",,W",,,,,,,19.9,",,W",23.9,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/16/2013,,,,,7.83,",,W",,,,,,,0,"T,,W,2400",,,0,"T,,W,",0,",,W,",27,"H,,S",,,30,",,W",14,",,W",,,,,310,",,W",330,",,W",,,,,,,19.9,",,W",29.1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/15/2013,,,,,9.17,",,W",,,,,,,0.78,",,W,2400",,,1.1,",,W,",1.2,",,W,",31,"H,,S",,,37,",,W",24,",,W",,,,,20,",,W",20,",,W",,,,,,,23.9,",,W",28,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/14/2013,,,,,10.51,",,W",,,,,,,0.28,",,W,2400",,,2.7,",,W,",0,",,W,",19,"H,,S",,,30,",,W",14,",,W",,,,,360,",,W",70,",,W",,,,,,,16.1,",,W",18.1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/13/2013,,,,,8.95,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",23,"H,,S",,,33,",,W",16,",,W",,,,,280,",,W",270,",,W",,,,,,,21.9,",,W",28,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/12/2013,,,,,8.05,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",25,"H,,S",,,27,",,W",15,",,W",,,,,300,",,W",300,",,W",,,,,,,18.1,",,W",25.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/11/2013,,,,,8.95,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",27,"H,,S",,,31,",,W",21,",,W",,,,,230,",,W",240,",,W",,,,,,,17,",,W",21.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/10/2013,,,,,5.82,",,W",,,,,,,0.1,",,W,2400",,,1.2,",,W,",0,",,W,",34,"H,,S",,,36,",,W",25,",,W",,,,,280,",,W",230,",,W",,,,,,,16.1,",,W",23.9,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/9/2013,,,,,6.93,",,W",,,,,,,0.36,",,W,2400",,,0.3,",,W,",0,",,W,",33,"H,,S",,,40,",,W",27,",,W",,,,,270,",,W",270,",,W",,,,,,,16.1,",,W",21,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/8/2013,,,,,4.47,",,W",,,,,,,0,"T,,W,2400",,,0,"T,,W,",0,",,W,",30,"H,,S",,,32,",,W",23,",,W",,,,,30,",,W",50,",,W",,,,,,,10.1,",,W",14.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/7/2013,,,,,8.28,",,W",,,,,,,0.18,",,W,2400",,,0,",,W,",0,",,W,",38,"H,,S",,,41,",,W",30,",,W",,,,,320,",,W",300,",,W",,,,,,,18.1,",,W",25.9,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/6/2013,,,,,7.16,",,W",,,,,,,0.41,",,W,2400",,,0,",,W,",0,",,W,",53,"H,,S",,,57,",,W",37,",,W",,,,,300,",,W",300,",,W",,,,,,,16.1,",,W",21.9,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/5/2013,,,,,2.91,",,W",,,,,,,0,"T,,W,2400",,,0,",,W,",0,",,W,",41,"H,,S",,,55,",,W",34,",,W",,,,,210,",,W",210,",,W",,,,,,,12.1,",,W",16.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/4/2013,,,,,2.24,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",39,"H,,S",,,50,",,W",32,",,W",,,,,340,",,W",210,",,W",,,,,,,10.1,",,W",13,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/3/2013,,,,,6.49,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",40,"H,,S",,,51,",,W",35,",,W",,,,,360,",,W",10,",,W",,,,,,,16.1,",,W",18.1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/2/2013,,,,,3.8,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",39,"H,,S",,,44,",,W",35,",,W",,,,,330,",,W",330,",,W",,,,,,,8.9,",,W",13,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/1/2013,,,,,3.58,",,W",,,,,,,0.69,",,W,2400",,,0,",,W,",0,",,W,",36,"H,,S",,,45,",,W",31,",,W",,,,,340,",,W",330,",,W",,,,,,,12.1,",,W",14.1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/30/2013,,,,,4.03,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",26,"H,,S",,,34,",,W",18,",,W",,,,,360,",,W",360,",,W",,,,,,,10.1,",,W",13,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/29/2013,,,,,6.93,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",30,"H,,S",,,37,",,W",22,",,W",,,,,310,",,W",340,",,W",,,,,,,14.1,",,W",18.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/28/2013,,,,,13.42,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",35,"H,,S",,,38,",,W",25,",,W",,,,,270,",,W",270,",,W",,,,,,,25.9,",,W",36,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/27/2013,,,,,16.55,",,W",,,,,,,3.12,",,W,2400",,,0,",,W,",0,",,W,",52,"H,,S",,,63,",,W",37,",,W",,,,,180,",,W",170,",,W",,,,,,,36,",,W",49,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/26/2013,,,,,5.82,",,W",,,,,,,0.22,",,W,2400",,,0,",,W,",0,",,W,",37,"H,,S",,,45,",,W",34,",,W",,,,,240,",,W",240,",,W",,,,,,,15,",,W",21.9,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/25/2013,,,,,8.5,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",25,"H,,S",,,34,",,W",18,",,W",,,,,290,",,W",290,",,W",,,,,,,18.1,",,W",25.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/24/2013,,,,,19.01,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",27,"H,,S",,,31,",,W",21,",,W",,,,,310,",,W",300,",,W",,,,,,,36,",,W",48.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/23/2013,,,,,12.53,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",46,"H,,S",,,51,",,W",31,",,W",,,,,300,",,W",310,",,W",,,,,,,23.9,",,W",36,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/22/2013,,,,,3.36,",,W",,,,,,,0.18,",,W,2400",,,0,",,W,",0,",,W,",45,"H,,S",,,52,",,W",40,",,W",,,,,270,",,W",260,",,W",,,,,,,12.1,",,W",15,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/21/2013,,,,,2.24,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",34,"H,,S",,,48,",,W",24,",,W",,,,,260,",,W",220,",,W",,,,,,,8.9,",,W",18.1,",,W",,,,,,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/20/2013,,,,,7.16,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",35,"H,,S",,,43,",,W",25,",,W",,,,,340,",,W",360,",,W",,,,,,,17,",,W",23,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/19/2013,,,,,13.42,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",45,"H,,S",,,50,",,W",32,",,W",,,,,310,",,W",310,",,W",,,,,,,23.9,",,W",32,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/18/2013,,,,,11.63,",,W",,,,,,,0.46,",,W,2400",,,0,",,W,",0,",,W,",60,"H,,S",,,66,",,W",49,",,W",,,,,200,",,W",200,",,W",,,,,,,30,",,W",38.9,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/17/2013,,,,,3.36,",,W",,,,,,,0.21,",,W,2400",,,0,",,W,",0,",,W,",46,"H,,S",,,58,",,W",35,",,W",,,,,160,",,W",170,",,W",,,,,,,13,",,W",16.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/16/2013,,,,,4.47,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",47,"H,,S",,,61,",,W",36,",,W",,,,,250,",,W",250,",,W",,,,,,,14.1,",,W",19.9,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/15/2013,,,,,6.49,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",47,"H,,S",,,60,",,W",33,",,W",,,,,220,",,W",210,",,W",,,,,,,16.1,",,W",21,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/14/2013,,,,,9.4,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",37,"H,,S",,,53,",,W",26,",,W",,,,,260,",,W",250,",,W",,,,,,,18.1,",,W",23,",,W",,,,,,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/13/2013,,,,,8.28,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",31,"H,,S",,,38,",,W",24,",,W",,,,,330,",,W",330,",,W",,,,,,,17,",,W",23.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/12/2013,,,,,10.07,",,W",,,,,,,0.05,",,W,2400",,,0.1,",,W,",0,",,W,",42,"H,,S",,,52,",,W",28,",,W",,,,,320,",,W",330,",,W",,,,,,,21,",,W",25.9,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/11/2013,,,,,9.62,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",45,"H,,S",,,53,",,W",39,",,W",,,,,290,",,W",280,",,W",,,,,,,25.1,",,W",38.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/10/2013,,,,,7.16,",,W",,,,,,,0.01,",,W,2400",,,0,",,W,",0,",,W,",47,"H,,S",,,59,",,W",40,",,W",,,,,290,",,W",290,",,W",,,,,,,21.9,",,W",29.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/9/2013,,,,,6.26,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",38,"H,,S",,,46,",,W",29,",,W",,,,,300,",,W",320,",,W",,,,,,,16.1,",,W",23.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/8/2013,,,,,10.51,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",42,"H,,S",,,49,",,W",33,",,W",,,,,290,",,W",300,",,W",,,,,,,25.1,",,W",32,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/7/2013,,,,,9.84,",,W",,,,,,,0.34,",,W,2400",,,0,",,W,",0,",,W,",57,"H,,S",,,65,",,W",40,",,W",,,,,330,",,W",190,",,W",,,,,,,18.1,",,W",28,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/6/2013,,,,,6.49,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",46,"H,,S",,,61,",,W",37,",,W",,,,,200,",,W",210,",,W",,,,,,,19.9,",,W",23.9,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/5/2013,,,,,2.68,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",37,"H,,S",,,50,",,W",25,",,W",,,,,170,",,W",160,",,W",,,,,,,10.1,",,W",13,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/4/2013,,,,,8.72,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",37,"H,,S",,,45,",,W",28,",,W",,,,,20,",,W",50,",,W",,,,,,,17,",,W",21.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/3/2013,,,,,10.51,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",48,"H,,S",,,54,",,W",34,",,W",,,,,360,",,W",360,",,W",,,,,,,21,",,W",25.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/2/2013,,,,,3.58,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",58,"H,,S",,,66,",,W",52,",,W",,,,,150,",,W",310,",,W",,,,,,,10.1,",,W",14.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/1/2013,,,,,17,",,W",,,,,,,0.04,",,W,2400",,,0,",,W,",0,",,W,",65,"H,,S",,,70,",,W",60,",,W",,,,,210,",,W",200,",,W",,,,,,,35.1,",,W",52.1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,10/31/2013,,,,,8.28,",,W",,,,,,,0.09,",,W,2400",,,0,",,W,",0,",,W,",50,"H,,S",,,65,",,W",37,",,W",,,,,200,",,W",180,",,W",,,,,,,25.9,",,W",35.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,10/30/2013,,,,,1.57,",,W",,,,,,,0,"T,,W,2400",,,0,",,W,",0,",,W,",44,"H,,S",,,58,",,W",35,",,W",,,,,250,",,W",260,",,W",,,,,,,13,",,W",16.1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,10/29/2013,,,,,5.37,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",44,"H,,S",,,53,",,W",35,",,W",,,,,340,",,W",340,",,W",,,,,,,14.1,",,W",25.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,10/28/2013,,,,,7.83,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",45,"H,,S",,,61,",,W",32,",,W",,,,,280,",,W",290,",,W",,,,,,,19.9,",,W",28,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,10/27/2013,,,,,7.61,",,W",,,,,,,0.01,",,W,2400",,,0,",,W,",0,",,W,",50,"H,,S",,,58,",,W",33,",,W",,,,,320,",,W",320,",,W",,,,,,,19.9,",,W",25.9,",,W",,,,,,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,10/26/2013,,,,,10.07,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",42,"H,,S",,,56,",,W",31,",,W",,,,,220,",,W",200,",,W",,,,,,,25.9,",,W",36.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,10/25/2013,,,,,6.71,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",44,"H,,S",,,52,",,W",32,",,W",,,,,310,",,W",280,",,W",,,,,,,19.9,",,W",25.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
